x,y
17.23063,5.720239
17.23063,5.720239
17.23063,5.720239
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.51128,5.803675
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
17.79079,5.886143
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.06472,5.968696
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.3375,6.049296
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.61035,6.134819
18.88321,6.220342
18.88321,6.220342
18.88321,6.220342
18.88321,6.220342
18.88321,6.220342
19.05387,6.27293
19.05387,6.27293
19.05387,6.27293
19.15603,6.303896
19.15603,6.303896
19.15603,6.303896
19.15603,6.303896
19.15603,6.303896
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.32671,6.357469
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.59841,6.44104
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
19.87236,6.524577
20.14633,6.610083
20.14633,6.610083
20.14633,6.610083
20.14633,6.610083
20.14633,6.610083
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.31589,6.663673
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.57213,6.759294
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
20.83064,6.856851
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.08799,6.951471
21.3564,7.03903
21.3564,7.03903
21.3564,7.03903
21.3564,7.03903
21.3564,7.03903
21.52377,7.095607
21.52377,7.095607
21.52377,7.095607
21.62374,7.12956
21.62374,7.12956
21.62374,7.12956
21.62374,7.12956
21.62374,7.12956
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
21.79222,7.185136
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.0629,7.274631
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.33359,7.365111
22.60314,7.453639
22.60314,7.453639
22.60314,7.453639
22.60314,7.453639
22.60314,7.453639
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
22.77274,7.510182
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.04232,7.600679
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.313,7.690174
23.58259,7.781655
23.58259,7.781655
23.58259,7.781655
23.58259,7.781655
23.58259,7.781655
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
23.74883,7.837264
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.01498,7.922888
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.27892,8.010515
24.54627,8.101045
24.54627,8.101045
