x,y
0,0
5,0.2
10,1.1
15,2.4
20,3.3
25,3.5
30,3.5
35,3.5
40,3.5
45,3.5
50,3.5
55,3.3
60,2.4
65,1.1
70,0.2
75,0
,
,
