X_Target,Y_Target
18.55718613,0
18.69607544,0
18.83496475,0
18.97385406,0
19.11274147,0
19.25163078,0
19.3905201,0
19.52940941,0
19.66829681,0
19.80718613,0
19.94607544,0
20.08496475,0
20.22385406,0
20.36274147,0
20.50163078,0
20.6405201,0
20.77940941,0
20.91829681,0
21.05718613,0
21.19607544,0
21.33496475,0
21.47385406,0
21.61274147,0
21.75163078,0
21.8905201,0
22.02940941,0
22.16829681,0
22.30718613,0
22.44607544,0
22.58496475,0
22.72385406,0
22.86274147,0
23.00163078,0
23.1405201,0
23.27940941,0
23.41829681,0
23.55718613,0
23.69607544,0
23.83496475,0
23.97385406,0
24.11274147,0
24.25163078,0
24.3905201,0
24.52940941,0
24.66829681,0
24.80718613,0
24.94607544,0
25.08496475,0
25.22385406,0
25.36274147,0
25.50163078,0
25.6405201,0
25.77940941,0
25.91829681,0
26.05718613,0
26.19607544,0
26.33496475,0
26.47385406,0
26.61274147,0
26.75163078,0
26.8905201,0
27.02940941,0
27.16829681,0
27.30718613,0
27.44607544,0
27.58496475,0
27.72385406,0
27.86274147,0
28.00163078,0
28.1405201,0
28.27940941,0
28.41829681,0
28.55718613,0
28.69607544,0
28.83496475,0
28.97385406,0
29.11274147,0
29.25163078,0
29.3905201,0
29.52940941,0
29.66829681,0
29.80718613,0
29.94607544,0
30.08496475,0
30.22385406,0
30.36274147,0
30.50163078,0
30.6405201,0
30.77940941,0
30.91829681,0
31.05718613,0
31.19607544,0
31.33496475,0
31.47385406,0
31.61274147,0
31.75163078,0
31.8905201,0
32.0294075,0
32.16829681,0
32.30718613,0
32.44607544,0
32.58496475,0
32.72385406,0
32.86274338,0
33.00163269,0
33.14051819,0
33.2794075,0
33.41829681,0
33.55718613,0
33.69607544,0
33.83496475,0
33.97385406,0
34.11274338,0
34.25163269,0
34.39051819,0
34.5294075,0
34.66829681,0
34.80718613,0
34.94607544,0
35.08496475,0
35.22385406,0
35.36274338,0
35.50163269,0
35.64051819,0
35.7794075,0
35.91829681,0
36.05718613,0
36.19607544,0
36.33496475,0
36.47385406,0
36.61274338,0
36.75163269,0
36.89051819,0
37.0294075,0
37.16829681,0
37.30718613,0
37.44607544,0
37.58496475,0
37.72385406,0
37.86274338,0
38.00163269,0
38.14051819,0
38.2794075,0
38.41829681,0
38.55718613,0
38.69607544,0
38.83496475,0
38.97385406,0
39.11274338,0
39.25163269,0
39.39051819,0
39.5294075,0
39.66829681,0
39.80718613,0
39.94607544,0
40.08496475,0
40.22385406,0
40.36274338,0
40.50163269,0
40.64051819,0
40.7794075,0
40.91829681,0
41.05718613,0
41.19607544,0
41.33496475,0
41.47385406,0
41.61274338,0
41.75163269,0
41.89051819,0
42.0294075,0
42.16829681,0
42.30718613,0
42.44607544,0
42.58496475,0
42.72385406,0
42.86274338,0
43.00163269,0
43.14051819,0
43.2794075,0
43.41829681,0
43.55718613,0
43.69607544,0
43.83496475,0
43.97385406,0
44.11274338,0
44.25163269,0
44.39051819,0
44.5294075,0
44.66829681,0
44.80718613,0
44.94607544,0
45.08496475,0
45.22385406,0
45.36274338,0
45.50162888,0
45.64051819,0
45.7794075,0
45.91829681,0
46.05718613,0
46.19607162,0
46.33496094,0
46.47385025,0
46.61273575,0
46.75162506,0
46.89051437,0
47.02939987,0
47.16828537,0
47.30717087,0
47.44605637,0
47.58494186,0
47.72382736,0
47.86271286,0
48.00159454,0
48.14047623,0
48.2793541,0
48.41823578,0
48.55711365,0
48.6959877,0
48.83486176,0
48.97373581,0
49.11260223,0
49.25147247,0
49.39033508,0
49.52919388,0
49.66805267,0
49.80690765,0
49.945755,0
50.08472824,7.85058E-05
50.22379303,0.000547721
50.36287689,0.001440094
50.50197983,0.002755794
50.64109421,0.004494973
50.78022003,0.006657772
50.9193573,0.009244322
51.0585022,0.012254742
51.19765091,0.015689138
51.33680725,0.019547611
51.47596359,0.023830248
51.61512375,0.028537128
51.75428009,0.033668324
51.89343643,0.039223894
52.03258514,0.045203898
52.17173004,0.051608384
52.31086731,0.058437385
52.44999313,0.065690935
52.58910751,0.073369071
52.72821426,0.081471793
52.86730194,0.089999132
53.00637436,0.098951079
53.14543152,0.108327642
53.2844696,0.118128821
53.42348862,0.128354594
53.56248474,0.139004946
53.70145798,0.150079861
53.84040451,0.161579296
53.97932434,0.17350322
54.11822128,0.185851619
54.25708389,0.198624417
54.3959198,0.211821586
54.53472137,0.22544305
54.67348862,0.239488766
54.81222153,0.253958672
54.9509201,0.268852711
55.08958054,0.284170747
55.22819901,0.299912781
55.36677933,0.316078693
55.50531769,0.332668364
55.64381409,0.349681765
55.78226089,0.367118716
55.92066574,0.384979159
56.059021,0.403263003
56.19733047,0.421970069
56.33558655,0.441100299
56.47378922,0.460653514
56.61194229,0.480629593
56.75003815,0.501028419
56.88807678,0.521849811
57.02606201,0.543093681
57.16398621,0.564759791
57.30184937,0.586848021
