,acce_x,acce_y,drivetorque_fl_fb,drivetorque_fr_fb,drivetorque_rl_fb,drivetorque_rr_fb,gauss_heading,gauss_v,gauss_x,gauss_y,steerangle_fb
267,0.162129417,9.681264877,46,46,46,46,-2.044079867,0.84054082,4546379.092,-88781.84988,9
268,0.268598676,9.984963417,46,46,46,46,-2.045224493,0.844033178,4546379.159,-88781.90825,9
269,0.167833388,9.921875954,46,46,46,46,-2.04629788,0.865021391,4546379.25,-88782.00862,9
270,0.119761586,10.05660725,46,46,46,46,-2.046775785,0.847717964,4546379.318,-88782.06698,9
271,-0.167026952,9.773892403,46,46,46,46,-2.046527312,0.895432303,4546379.397,-88782.17593,7
272,0.371379822,9.890559196,46,46,46,46,-2.04658457,0.909712686,4546379.465,-88782.2343,7
273,0.231774047,9.788834572,46,46,46,46,-2.047420003,0.955249003,4546379.544,-88782.35171,7
274,0.071710847,9.65263176,46,46,46,46,-2.048163691,0.947043686,4546379.612,-88782.41008,5
275,0.161490574,9.774460793,46,46,46,46,-2.048307768,0.983289808,4546379.703,-88782.52735,5
276,0.147021443,9.91102314,46,46,46,46,-2.048520954,1.002415596,4546379.782,-88782.58558,4
277,-0.2719962,9.347423553,46,46,46,46,-2.048715099,1.039033439,4546379.861,-88782.70298,3
278,0.376675546,9.499644279,46,46,46,46,-2.049692079,1.064577802,4546379.941,-88782.77813,3
279,0.17438525,10.26547623,46,46,46,46,-2.051154288,1.079073825,4546380.031,-88782.8954,3
280,0.111684017,10.07060623,46,46,46,46,-2.050915535,1.070826244,4546380.11,-88782.96208,3
281,-0.112714097,9.582817078,46,46,46,46,-2.049505658,1.098798921,4546380.19,-88783.08794,0
282,0.190848991,9.743526459,46,46,46,46,-2.049594874,1.119522889,4546380.269,-88783.16308,0
283,-0.085931413,9.629005432,46,46,46,46,-2.050583972,1.138948201,4546380.36,-88783.28035,0
284,0.280001432,10.0985136,46,46,46,46,-2.050615264,1.149608179,4546380.45,-88783.35536,0
285,-0.040279195,9.863893509,46,46,46,46,-2.05009142,1.162435302,4546380.53,-88783.48121,-2
286,-0.101341829,9.932124138,46,46,46,46,-2.050738302,1.174998813,4546380.609,-88783.56481,-2
287,-0.216904581,10.23995304,46,46,46,46,-2.051554561,1.197791528,4546380.689,-88783.69066,-2
288,0.216679037,9.704338074,46,46,46,46,-2.050877319,1.200250704,4546380.779,-88783.77412,-2
289,-0.208745614,9.354455948,43,43,41,46,-2.050141621,1.239607641,4546380.859,-88783.90843,-2
290,0.358482212,9.543150902,41,43,41,46,-2.050602614,1.25471755,4546380.949,-88784.00034,-2
291,0.094347835,9.826786995,41,41,41,46,-2.051755097,1.279311156,4546381.041,-88784.14297,-2
292,-0.085512444,10.03321934,41,41,41,41,-2.052043517,1.285481332,4546381.12,-88784.23501,-2
293,0.136265919,9.923065186,41,41,41,41,-2.050790101,1.316405616,4546381.211,-88784.37764,-5
294,-0.086663604,9.812448502,41,41,39,41,-2.049656659,1.328490473,4546381.301,-88784.478,-5
295,0.046098012,9.896422386,41,41,39,41,-2.050062791,1.378275732,4546381.404,-88784.6205,-5
296,0.302461594,9.980729103,39,39,39,41,-2.050766265,1.401764086,4546381.505,-88784.72073,-5
297,-0.037318699,9.749595642,39,39,39,41,-2.050861207,1.419501069,4546381.574,-88784.87208,-5
298,-0.061764155,9.630579948,39,39,39,41,-2.050771059,1.445195536,4546381.676,-88784.98076,-5
299,-0.231958419,9.820734024,39,39,39,41,-2.050711537,1.47151857,4546381.756,-88785.14042,-5
300,-0.022530546,9.970042229,39,39,39,41,-2.050621256,1.497648343,4546381.847,-88785.24924,-6
301,-0.107595362,9.888410568,39,39,39,41,-2.050611269,1.523520595,4546381.927,-88785.41736,-6
302,0.114427701,9.655896187,39,39,39,41,-2.050020314,1.547005377,4546382.018,-88785.54308,-6
303,0.016734771,9.461144447,39,39,39,41,-2.049064372,1.602716878,4546382.109,-88785.71106,-6
304,0.234885722,9.699021339,39,39,39,41,-2.048675018,1.630119354,4546382.212,-88785.8451,-6
305,0.038096316,9.70404911,39,39,39,41,-2.048176607,1.652163044,4546382.281,-88786.03026,-6
306,0.072200343,9.485557556,39,39,39,41,-2.04682026,1.66296577,4546382.372,-88786.16443,-6
307,0.128615856,9.787621498,39,39,39,41,-2.045549399,1.694816499,4546382.452,-88786.34945,-6
308,0.345234931,9.807824135,39,39,39,41,-2.04509067,1.708821061,4546382.554,-88786.49194,-6
309,0.439431638,10.000453,39,39,39,41,-2.045119432,1.735957906,4546382.646,-88786.68528,-6
310,0.002152687,9.665399551,41,39,39,41,-2.045359915,1.740722821,4546382.748,-88786.82778,-6
311,0.060261346,9.858236313,41,41,39,39,-2.044578544,1.774975167,4546382.818,-88787.02138,-6
312,0.027690796,9.877217293,39,39,39,39,-2.043260146,1.791526591,4546382.909,-88787.17246,-6
313,-0.252584785,9.807860374,39,39,39,39,-2.042695955,1.81370725,4546382.978,-88787.37452,-6
314,0.125066295,9.900947571,39,39,39,39,-2.042455871,1.842891271,4546383.07,-88787.53405,-6
315,0.11176084,9.602406502,39,39,41,39,-2.041547201,1.879748666,4546383.161,-88787.7443,-6
316,0.167109504,9.340283394,39,41,41,39,-2.04043573,1.896745264,4546383.253,-88787.91228,-6
317,0.034276117,10.05895329,41,41,41,41,-2.040398047,1.919591298,4546383.345,-88788.12252,-6
318,-0.085127234,10.36839771,41,41,41,41,-2.04061323,1.931672184,4546383.436,-88788.29051,-6
319,0.018647131,10.0113554,41,41,41,41,-2.039958226,1.954074767,4546383.506,-88788.50947,-6
320,0.302790612,9.768192291,41,41,41,41,-2.038313857,1.96968206,4546383.597,-88788.6859,-6
321,-0.000906023,9.49094677,41,41,41,41,-2.036911969,1.936387034,4546383.667,-88788.91332,-6
322,0.200864777,9.701831818,41,41,41,41,-2.037445533,1.941638236,4546383.758,-88789.0813,-6
323,-0.12270765,9.875567436,41,41,41,41,-2.03829335,1.912990581,4546383.839,-88789.28323,-6
324,0.270842463,9.882666588,41,41,41,41,-2.037426891,1.926504722,4546383.942,-88789.47643,-6
325,0.467490107,9.926641464,41,41,41,41,-2.035372395,1.894531912,4546384,-88789.69553,-6
326,0.190047815,9.867108345,41,41,41,41,-2.034068645,1.886532044,4546384.092,-88789.86351,-6
327,-0.14956893,9.665949821,43,41,43,41,-2.033703126,1.874335736,4546384.161,-88790.08247,-6
328,0.342834145,9.569279671,43,41,43,41,-2.033288339,1.891401427,4546384.253,-88790.25046,-6
329,0.266880572,9.80365181,43,41,43,41,-2.032547048,1.867993867,4546384.333,-88790.46929,-6
330,0.246966392,10.09257698,43,41,43,41,-2.031470997,1.846853891,4546384.425,-88790.63727,-6
331,-0.177387759,9.575904846,43,43,43,41,-2.030561661,1.833801474,4546384.494,-88790.84778,-6
332,0.053104911,9.656495094,43,43,43,41,-2.030280298,1.84856645,4546384.586,-88791.06648,-1
333,0.497082561,10.1547451,43,43,43,41,-2.029695202,1.850238955,4546384.667,-88791.23459,0
334,0.09022247,9.701592445,43,43,43,41,-2.028866959,1.821765413,4546384.736,-88791.4451,0
335,-0.282594532,9.729887009,43,43,43,41,-2.028213951,1.829120166,4546384.816,-88791.61322,0
336,0.04888016,9.530990601,43,43,43,41,-2.02741953,1.836542494,4546384.897,-88791.82359,0
337,0.698889017,9.959470749,43,43,41,41,-2.026816324,1.814126203,4546384.988,-88791.99158,0
338,-0.32200405,9.626756668,43,43,41,41,-2.026530967,1.765844421,4546385.058,-88792.20209,0
339,0.068902634,9.92666626,43,43,41,43,-2.025932022,1.787204436,4546385.139,-88792.41246,0
340,-0.006086263,9.891916275,43,43,41,43,-2.025309774,1.792590527,4546385.219,-88792.62284,0
341,0.329809368,9.726044655,41,43,41,43,-2.02534879,1.779448062,4546385.3,-88792.78251,4
342,-0.055678263,9.924971581,41,43,43,41,-2.02585479,1.784472725,4546385.38,-88792.99288,5
343,0.194490194,10.06418133,41,43,43,41,-2.025414703,1.783299087,4546385.449,-88793.15268,5
344,0.029578365,9.161203384,41,43,41,41,-2.02416861,1.780287919,4546385.541,-88793.36292,5
345,0.059368998,9.62282753,41,43,41,41,-2.024245176,1.770883296,4546385.621,-88793.52259,5
346,0.157982484,10.43114185,41,43,41,41,-2.025040928,1.768437749,4546385.702,-88793.73296,5
347,-0.115424871,10.21401596,41,43,41,41,-2.02487275,1.753180523,4546385.771,-88793.89276,5
348,-0.020057714,9.636753082,41,43,41,41,-2.023758616,1.761597891,4546385.84,-88794.10327,5
349,0.266552448,9.375355721,41,43,41,41,-2.023645299,1.770095651,4546385.932,-88794.31351,5
350,-0.220105469,9.946907043,41,43,41,41,-2.025040396,1.766137081,4546386.012,-88794.47318,5
351,-0.040493257,10.1169281,41,43,41,41,-2.026059321,1.784490957,4546386.104,-88794.68342,5
352,-0.093201891,9.144714355,41,43,41,41,-2.025604187,1.785697825,4546386.173,-88794.84322,5
353,0.148259297,9.915088654,41,43,41,41,-2.024799113,1.793134327,4546386.243,-88795.05373,5
354,-0.147197828,10.15683746,41,43,41,41,-2.024995521,1.777000113,4546386.323,-88795.21339,5
355,0.094000369,9.776219368,41,43,41,41,-2.02529273,1.792774758,4546386.392,-88795.43235,5
356,0.062790826,9.923060417,41,43,41,41,-2.024961166,1.794500342,4546386.474,-88795.69344,5
357,0.498471856,9.88576889,41,41,41,41,-2.024128396,1.774721704,4546386.554,-88795.85311,5
358,0.010641158,9.378256798,41,41,41,41,-2.024104827,1.761352089,4546386.635,-88796.06348,5
359,0.165630177,9.67254734,41,41,41,41,-2.025319761,1.7677532,4546386.715,-88796.27386,5
360,-0.033824049,10.10007286,41,41,41,41,-2.025600725,1.763870626,4546386.784,-88796.43366,5
361,0.022630205,9.634311676,41,41,41,41,-2.025262769,1.776467732,4546386.865,-88796.64403,5
362,0.097027995,9.90157795,41,41,41,41,-2.025584879,1.769902261,4546386.934,-88796.80383,5
363,-0.09690538,9.817117691,41,41,43,41,-2.025678223,1.769741167,4546387.026,-88797.01408,5
364,0.320156693,9.787764549,41,41,41,41,-2.025304847,1.768201949,4546387.106,-88797.17374,5
365,0.035237212,9.975689888,41,41,41,41,-2.025451854,1.753748378,4546387.187,-88797.38412,5
366,-0.113541521,9.79597187,41,41,41,41,-2.025697264,1.755145926,4546387.267,-88797.54378,5
367,0.044279527,9.711569786,41,41,43,41,-2.025661178,1.778420205,4546387.336,-88797.75429,5
368,0.06333106,9.581552505,41,41,41,41,-2.026188351,1.76639532,4546387.405,-88797.92254,5
369,-0.243322879,10.10814762,43,41,41,41,-2.027150818,1.780218332,4546387.497,-88798.13278,5
370,0.223292917,9.844635963,43,41,43,41,-2.027245093,1.789987849,4546387.577,-88798.29245,5
371,0.089285128,9.565547943,43,43,41,43,-2.025291931,1.793773697,4546387.669,-88798.50269,5
372,0.073890656,9.178527832,41,43,41,43,-2.022906271,1.794625043,4546387.749,-88798.66235,5
373,-0.088431798,9.605203629,41,43,43,43,-2.020278797,1.799436343,4546387.819,-88798.87286,5
374,0.173199475,9.970534325,41,43,43,43,-2.017928291,1.793457355,4546387.899,-88799.04098,5
375,-0.230879501,10.08159733,43,41,43,43,-2.015475919,1.805200084,4546387.969,-88799.25149,5
376,0.434026271,10.09773254,41,41,43,43,-2.01233512,1.795069753,4546388.049,-88799.4196,5
377,-0.109177031,9.302090645,43,43,43,43,-2.009382473,1.795270131,4546388.13,-88799.62998,5
378,0.330983371,9.745932579,41,43,41,43,-2.006201327,1.805280102,4546388.21,-88799.78964,5
379,0.092184268,9.689602852,43,43,41,43,-2.002254389,1.826069318,4546388.302,-88799.99989,5
380,0.065030999,9.596035004,41,43,41,43,-1.997174676,1.818969751,4546388.382,-88800.168,5
381,0.076112337,10.13518238,41,41,41,43,-1.991121577,1.815094232,4546388.44,-88800.37865,5
382,-0.191500828,9.772866249,41,41,41,41,-1.983970457,1.827187637,4546388.52,-88800.54676,5
383,0.343894035,9.562719345,41,41,41,41,-1.976219992,1.832701733,4546388.59,-88800.76572,5
384,0.53868252,9.566380501,41,41,41,41,-1.967628501,1.827675488,4546388.67,-88800.92539,5
385,-0.115794294,9.497882843,41,41,41,41,-1.958416627,1.834493633,4546388.751,-88801.14422,5
386,-0.092711262,10.21632671,41,41,41,41,-1.94871047,1.836196629,4546388.831,-88801.30388,5
387,-0.236027554,10.24055481,41,41,41,41,-1.939227087,1.833078979,4546388.889,-88801.52297,5
388,-0.089903511,9.672629356,41,41,41,41,-1.929403085,1.839312703,4546388.97,-88801.68264,5
389,0.04045333,9.925924301,41,41,41,41,-1.918278262,1.867216639,4546389.017,-88801.90187,5
390,0.027532464,9.762797356,41,41,41,41,-1.906718279,1.858003865,4546389.086,-88802.07011,5
391,0.072631247,9.830130577,41,41,41,41,-1.896750866,1.867674759,4546389.144,-88802.28921,5
392,0.051742781,9.94449234,41,41,41,41,-1.887954844,1.870285605,4546389.225,-88802.50804,5
393,0.206436396,9.796899796,41,41,41,41,-1.877472376,1.871858218,4546389.305,-88802.67615,5
394,-0.122271106,9.727198601,41,41,39,41,-1.864641931,1.870681819,4546389.353,-88802.89538,5
395,0.261880189,9.873931885,37,41,37,41,-1.85097379,1.88268105,4546389.433,-88803.07195,5
396,-0.224143699,9.772762299,37,41,37,41,-1.837099786,1.894803081,4546389.469,-88803.29131,5
397,0.209901929,9.714883804,39,39,37,41,-1.82215306,1.917097419,4546389.55,-88803.46788,-207
398,0.219866395,10.02517891,39,39,37,41,-1.804606424,1.927083756,4546389.586,-88803.68724,-207
399,-0.194204763,9.386403084,39,39,39,41,-1.785393315,1.923450144,4546389.655,-88803.91465,-207
400,0.325466573,9.669569016,39,39,39,41,-1.766887674,1.940955401,4546389.736,-88804.09122,-207
401,-0.038918115,9.837673187,39,39,39,41,-1.748260194,1.945757173,4546389.772,-88804.31903,-207
402,0.107772604,9.490460396,39,39,39,41,-1.728686759,1.951526454,4546389.852,-88804.4956,-207
403,0.136215687,9.709280014,39,39,39,41,-1.709688433,1.956572869,4546389.877,-88804.72354,-207
404,-0.029405572,9.614151955,39,39,39,41,-1.691891993,1.965153504,4546389.969,-88804.90843,-207
405,0.394064993,9.82959938,39,39,39,39,-1.674877989,1.976273797,4546389.994,-88805.13638,-207
406,-0.009637313,9.74685955,39,39,39,39,-1.656694457,1.974478646,4546390.074,-88805.31295,-207
407,0.23604399,9.849960327,39,39,39,39,-1.636728073,1.981192801,4546390.111,-88805.54921,-207
408,-0.035045985,9.873570442,39,39,39,39,-1.617253974,1.99649077,4546390.191,-88805.72578,-207
409,0.334530473,9.769475937,39,39,39,39,-1.598890679,2.023566695,4546390.227,-88805.96204,-207
410,-0.187978223,9.712618828,39,39,39,39,-1.581395308,2.036943637,4546390.319,-88806.14693,-207
411,0.268769652,9.487786293,39,39,39,39,-1.564057863,2.040761414,4546390.355,-88806.37474,-207
412,0.041269042,9.464905739,39,39,39,39,-1.546745452,2.053156235,4546390.447,-88806.55963,-207
413,0.079262823,9.474600792,39,39,39,39,-1.529103741,2.03411261,4546390.483,-88806.79589,-207
414,0.230833858,9.647453308,39,39,39,39,-1.511442722,2.039979962,4546390.563,-88806.98091,-207
415,-0.283166945,10.33504105,39,39,39,39,-1.49419436,2.052911653,4546390.6,-88807.21718,-207
416,-0.244798869,9.972027779,39,41,41,39,-1.477615117,2.103171023,4546390.691,-88807.41052,-207
417,0.644563556,9.86161232,41,41,41,39,-1.457960588,2.111352831,4546390.728,-88807.65524,-207
418,0.21518302,9.492987633,41,41,41,39,-1.438310454,2.116391116,4546390.808,-88807.84871,-207
419,-0.222134858,9.145812035,41,41,41,39,-1.423685039,2.107579467,4546390.856,-88808.08484,-207
420,-0.085662782,9.990448952,41,41,41,39,-1.41082277,2.118959063,4546390.948,-88808.27818,-207
421,0.280099243,9.894618988,41,41,41,39,-1.394892939,2.06011177,4546390.984,-88808.5229,-207
422,0.043083414,10.02270699,41,41,41,41,-1.377281455,2.090113148,4546391.064,-88808.70792,-207
423,0.219378635,10.03505325,41,41,41,41,-1.360856009,2.074838459,4546391.101,-88808.95263,-176
424,0.066689357,9.910011292,41,41,41,41,-1.346358026,2.086621409,4546391.192,-88809.13752,-176
425,-0.095439218,9.788645744,41,41,41,41,-1.331765768,2.027650601,4546391.24,-88809.37365,-176
426,0.21913147,9.580295563,41,41,41,41,-1.316335812,2.033831289,4546391.32,-88809.55867,-176
427,0.168202773,10.13090229,41,41,41,41,-1.300551389,1.992408374,4546391.357,-88809.79494,-176
428,-0.052755203,10.22308636,41,41,41,41,-1.285434355,2.014917061,4546391.437,-88809.97996,-176
429,-0.098267227,9.836126328,41,41,41,41,-1.27213373,2.023617445,4546391.485,-88810.20764,-166
430,-0.027000949,9.348752975,41,41,41,41,-1.259650828,2.017271301,4546391.565,-88810.39266,-166
431,-0.131081522,9.197328568,41,41,43,43,-1.246165113,1.959815721,4546391.601,-88810.62047,-157
432,0.13278614,9.840204239,41,41,43,43,-1.23142678,1.931946854,4546391.682,-88810.80549,-157
433,0.046529874,10.21170425,43,41,43,43,-1.216890714,1.900863922,4546391.707,-88811.03343,-157
434,-0.201719224,9.495774269,43,43,43,43,-1.20421207,1.93357155,4546391.776,-88811.21014,-157
435,0.213733554,9.604330063,43,43,43,43,-1.192604682,1.93837731,4546391.812,-88811.43795,-157
436,0.16070269,9.914621353,43,43,43,43,-1.180715399,1.920716424,4546391.892,-88811.61452,-157
437,0.312297225,9.439272881,43,43,43,43,-1.168458599,1.884142363,4546391.917,-88811.79175,-157
438,-0.106009796,9.437607765,43,43,43,43,-1.157101682,1.867352461,4546391.997,-88811.95986,-157
439,-0.24580352,9.992574692,43,43,43,43,-1.145199482,1.833465872,4546392.021,-88812.12864,-157
440,0.316169262,9.835512161,43,43,43,43,-1.132514846,1.819223355,4546392.09,-88812.29689,-157
441,-0.210102469,9.271798134,43,43,43,43,-1.120543404,1.815352396,4546392.115,-88812.48257,-157
442,0.107110731,9.952596664,43,43,43,43,-1.109046671,1.809848934,4546392.184,-88812.65082,-157
443,-0.076559871,9.464694977,43,43,43,43,-1.096507976,1.784086542,4546392.197,-88812.83664,-157
444,-0.157800153,9.738258362,43,43,43,43,-1.083432854,1.764628372,4546392.266,-88813.00489,-157
445,0.427788854,9.667233467,43,43,41,43,-1.071395699,1.770844873,4546392.28,-88813.18225,-157
446,0.273068905,10.20338058,41,43,41,43,-1.061426488,1.770878423,4546392.326,-88813.33386,-157
447,0.340493947,9.648845673,41,43,41,43,-1.048808431,1.780639685,4546392.351,-88813.5449,-157
448,0.250733852,9.782640457,39,43,39,43,-1.036348299,1.777180395,4546392.409,-88813.71328,-157
449,-0.231335774,10.03453732,39,43,39,43,-1.024303421,1.782160604,4546392.367,-88813.90822,-157
450,-0.385001451,9.822916985,39,43,39,43,-1.013524343,1.77223478,4546392.425,-88814.0766,-157
451,0.021915982,9.844022751,39,39,39,43,-1.00387551,1.806332619,4546392.438,-88814.27087,-157
452,-0.026744992,9.817520142,37,39,35,43,-0.993672075,1.794681066,4546392.485,-88814.43938,-157
453,0.215298697,9.949872017,35,35,35,43,-0.983752066,1.814233676,4546392.487,-88814.63378,-157
454,-0.235714525,9.919803619,35,35,35,35,-0.974635533,1.811695366,4546392.534,-88814.81075,-157
455,-0.035962716,10.08694744,35,35,35,35,-0.966332729,1.83278003,4546392.536,-88814.9967,-90
456,-0.102960698,9.686864853,35,35,35,35,-0.956410057,1.826426984,4546392.572,-88815.1738,-90
457,0.063403189,10.15220737,32,35,34,35,-0.945674322,1.830254838,4546392.563,-88815.35988,-90
458,0.120934024,9.492700577,30,30,30,35,-0.935653113,1.848554286,4546392.598,-88815.54543,-90
459,-0.088778548,9.071828842,28,30,28,35,-0.925539692,1.878617721,4546392.578,-88815.7401,-90
460,-0.244947433,9.863025665,28,30,28,35,-0.914433578,1.911488903,4546392.614,-88815.92565,-90
461,-0.145160854,9.875006676,28,30,28,35,-0.902887044,1.933301316,4546392.583,-88816.112,-90
462,0.054454751,10.22298527,30,30,30,35,-0.889447201,1.949724157,4546392.608,-88816.30613,-90
463,0.125876129,9.871021271,28,30,30,35,-0.874300473,1.928600209,4546392.576,-88816.46712,-90
464,-0.037535179,9.372178078,30,30,30,35,-0.858806201,1.95873393,4546392.589,-88816.66139,-90
465,-0.305217057,9.899942398,30,30,30,35,-0.843260265,1.974874115,4546392.547,-88816.81406,-90
466,0.355205864,9.985773087,30,30,28,35,-0.827464324,2.006914414,4546392.549,-88817.01692,-90
467,-0.346217424,9.940270424,30,30,28,28,-0.810959982,1.993432915,4546392.506,-88817.16959,-90
468,-0.066955671,9.951063156,28,25,25,28,-0.795387614,2.016964405,4546392.509,-88817.36399,-90
469,-0.562407851,10.10191059,23,25,23,28,-0.781011471,2.003467968,4546392.454,-88817.5168,-90
470,-0.374465466,10.09911537,23,25,23,28,-0.766314217,2.047459067,4546392.457,-88817.71965,-90
471,-0.574376822,9.432455063,23,25,23,28,-0.750134648,2.003418819,4546392.392,-88817.87259,-90
472,-0.277280569,10.00090885,23,23,23,28,-0.734620137,2.070944184,4546392.372,-88818.07571,-90
473,-0.367345691,10.01708412,19,23,16,28,-0.721139216,2.079625574,4546392.307,-88818.2371,-90
474,-0.49153322,9.983922005,19,23,16,28,-0.708767035,2.122945208,4546392.287,-88818.44867,-90
475,-0.639727771,9.717551231,16,16,14,16,-0.695292305,2.140978595,4546392.211,-88818.61019,-90
476,-0.336529434,10.27211761,16,16,16,16,-0.681524961,2.176617374,4546392.18,-88818.8219,-90
477,-0.240178242,9.688610077,16,14,16,16,-0.668229395,2.19391337,4546392.092,-88818.992,-90
478,-0.570373654,9.662397385,14,14,12,16,-0.657121417,2.202236788,4546391.994,-88819.15379,-90
479,-1.161679387,9.146105766,14,14,14,16,-0.646610186,2.242225533,4546391.884,-88819.32417,-90
480,-0.200878888,10.56202984,14,14,12,16,-0.635444351,2.291772043,4546391.831,-88819.53614,-90
481,-0.644155741,9.893305779,14,14,12,16,-0.623161386,2.282349367,4546391.71,-88819.70664,-90
482,-0.573937476,9.400753975,12,14,14,16,-0.613298102,2.320052935,4546391.634,-88819.92733,-90
483,-0.472434491,9.433327675,12,14,14,16,-0.606598255,2.381015599,4546391.502,-88820.09797,-90
484,-0.282987118,10.36074924,14,14,14,16,-0.601073727,2.373733582,4546391.359,-88820.26874,-90
485,-0.154736161,9.517404556,12,14,14,16,-0.595189672,2.39750237,4546391.272,-88820.48956,-90
486,-0.011382218,10.21931458,12,14,12,16,-0.591256716,2.423406923,4546391.118,-88820.66047,-90
487,-0.32627058,9.728197098,12,14,14,16,-0.588548215,2.434555527,4546391.009,-88820.88155,-90
488,-0.576659203,10.13628769,12,14,14,16,-0.585752162,2.450825631,4546390.843,-88821.04414,-90
489,-0.223956004,9.976769447,14,14,14,16,-0.583118761,2.470435447,4546390.667,-88821.20686,-90
490,-0.307202488,9.489114761,14,14,14,16,-0.580858736,2.497385849,4546390.479,-88821.36971,-90
491,-0.367302626,9.52995491,14,14,14,16,-0.578627274,2.538106831,4546390.347,-88821.57415,-90
492,-0.660198808,9.970044136,14,14,12,16,-0.575837479,2.549092141,4546390.148,-88821.73714,-90
493,-0.590558529,10.18260288,12,12,8,16,-0.574090246,2.604233711,4546389.994,-88821.94185,-90
494,-0.577537179,10.0309515,12,12,8,16,-0.57393019,2.643754502,4546389.784,-88822.10497,-90
495,-0.661049306,9.610654831,8,12,8,16,-0.573038896,2.67812168,4546389.618,-88822.30981,-90
496,-0.245960921,9.636676788,8,12,1,16,-0.569917672,2.727520925,4546389.329,-88822.41469,-90
497,-0.771244884,9.972569466,0,12,0,16,-0.566459557,2.750758444,4546389.107,-88822.54413,-90
498,-0.701838553,9.81897068,0,12,0,16,-0.564550137,2.813709698,4546388.898,-88822.76642,-90
499,-0.520753384,9.322250366,0,0,0,16,-0.564665585,2.875404107,4546388.643,-88822.91316,-90
500,-0.26976645,9.920055389,0,0,0,0,-0.563664769,2.913241859,4546388.433,-88823.11854,-90
501,-0.640804112,9.686235428,0,0,0,0,-0.560953605,2.903557598,4546388.166,-88823.26541,-90
502,-0.699183285,9.246562958,0,0,0,0,-0.559607976,2.960242673,4546387.945,-88823.45402,-90
503,-0.368944913,10.19298363,0,0,0,0,-0.559557509,2.966586379,4546387.668,-88823.60103,-90
504,-0.389154345,10.1791563,0,0,0,0,-0.558186713,3.016337332,4546387.436,-88823.79822,-90
505,-0.366064221,10.00490093,0,0,0,0,-0.555288029,3.006752909,4546387.147,-88823.93691,-90
506,-0.592796743,9.685254097,0,0,0,0,-0.553685805,3.053928623,4546386.903,-88824.11733,-90
507,-0.634555876,9.558140755,0,0,0,0,-0.552875405,3.072614853,4546386.614,-88824.25602,-90
508,-0.546741903,9.748486519,0,0,0,0,-0.552705395,3.129490024,4546386.36,-88824.44502,-90
509,-0.482244492,9.781529427,0,0,0,0,-0.5519924,3.138610227,4546386.06,-88824.58384,-90
510,-0.414717436,9.85825634,0,0,0,0,-0.551141054,3.172405032,4546385.849,-88824.73006,-90
511,-0.702618718,9.838049889,0,0,0,0,-0.549071279,3.140653475,4546385.437,-88824.84485,-90
512,-0.509390712,9.977109909,0,0,0,0,-0.547791896,3.107349404,4546385.069,-88824.91685,-90
513,-0.664969563,9.749708176,0,0,0,0,-0.547212093,3.056622214,4546384.713,-88824.98872,-90
514,-0.53868556,9.548719406,0,0,0,0,-0.546220997,3.01437291,4546384.345,-88825.05227,-90
515,-0.359443843,9.547279358,0,0,0,0,-0.54516805,2.969722857,4546383.988,-88825.09878,-90
516,-0.292356402,9.743035316,0,0,0,0,-0.545471884,2.947024422,4546383.676,-88825.20393,-90
517,-0.639724016,9.815568924,0,0,0,0,-0.545074307,2.882842822,4546383.319,-88825.24199,-90
518,-0.437149882,9.942287445,0,0,0,0,-0.543451377,2.797198633,4546382.917,-88825.22986,-90
519,-0.464421362,9.840975761,0,0,0,0,-0.542091733,2.7487477,4546382.56,-88825.25102,-90
520,-0.440536976,9.867138863,0,0,0,0,-0.542095195,2.758513253,4546382.304,-88825.36395,-90
521,-0.416423172,9.707426071,0,0,0,0,-0.542322962,2.696600238,4546381.902,-88825.32647,-90
522,-0.49279964,9.76356411,0,0,0,0,-0.541644322,2.60303628,4546381.555,-88825.33059,-90
523,-0.500545561,9.681409836,0,0,0,0,-0.540446166,2.551294307,4546381.22,-88825.31767,-90
524,-0.347463161,9.688717842,0,0,0,0,-0.540223592,2.5301864,4546380.919,-88825.35506,-90
525,-0.399060816,9.769460678,0,0,0,0,-0.540389107,2.429670217,4546380.527,-88825.27519,-90
526,-0.517690957,9.906558037,0,0,0,0,-0.539833838,2.441560626,4546380.293,-88825.33715,-90
527,-0.452570677,9.833593369,0,0,0,0,-0.538711183,2.384275324,4546379.958,-88825.29887,-90
528,-0.746653855,9.85174942,0,0,0,0,-0.537906542,2.370660099,4546379.678,-88825.30219,-90
529,-0.600493729,9.876926422,0,0,0,0,-0.537630006,2.332615998,4546379.343,-88825.24701,-90
530,-0.740186334,9.73044014,0,0,0,0,-0.537428571,2.293450818,4546379.007,-88825.18337,-90
531,-0.610822201,10.00845242,0,0,0,0,-0.537158793,2.260235423,4546378.682,-88825.11116,-90
532,-0.840933919,9.734585762,0,0,0,0,-0.536452922,2.292892806,4546378.447,-88825.13085,-90
533,-0.616672993,9.696856499,0,0,0,0,-0.535113785,2.296027222,4546378.168,-88825.09191,-90
534,-0.510492504,9.778347015,0,0,0,0,-0.534409146,2.244995405,4546377.843,-88825.00279,-90
535,-0.55279541,9.696795464,0,0,0,0,-0.534806023,2.243735698,4546377.563,-88824.95539,-90
536,-0.534252942,9.801324844,0,0,0,0,-0.53523609,2.274298254,4546377.226,-88824.8495,-90
537,-0.551067173,9.862518311,0,0,0,0,-0.534842276,2.299516994,4546377.003,-88824.83525,-90
